약국 이름,주소,경도,위도
복음약국,"서울특별시 노원구 마들로 31 214호 (월계동, 그랑빌아파트상가)",127.0686647,37.6183634
봄날약국,"서울특별시 노원구 마들로 31 제주상가동 110호 (월계동, 그랑빌아파트)",127.0686647,37.6183634
열린약국,"경기도 오산시 오산로 206 104호 (원동, 정화프라자)",127.0686848,37.1452005
광장약국,경기도 오산시 대원로 2 (원동),127.068693,37.1462902
바른약국,경기도 오산시 오산로 224-1 (오산동),127.0686952,37.1469335
바른손약국,"서울특별시 노원구 한글비석로 56 107호 (하계동, 미성아파트상가)",127.0687151,37.6358879
위드팜대학약국,"서울특별시 노원구 한글비석로 56 1층 10호 (하계동, 미성아파트상가)",127.0687151,37.6358879
한마음온누리약국,서울특별시 노원구 한글비석로 56 미성상가 105호 (하계동),127.0687151,37.6358879
토닥토닥약국,경기도 수원시 영통구 광교중앙로266번길 30 109호 (하동),127.0687153,37.2923113
한림약국,서울특별시 동대문구 장한로21길 11-12 (장안동),127.0687153,37.5692076
푸른솔약국,경기도 용인시 수지구 광교중앙로 301 (상현동),127.0687184,37.2969741
우량아약국,서울특별시 동대문구 사가정로 214 (장안동),127.0687738,37.5784912
경기약국,경기도 오산시 오산로 302 (오산동),127.0688177,37.1539633
사랑약국,경기도 오산시 오산로 79 106호 (갈곶동),127.0688353,37.133978
대원약국,경기도 오산시 오산로 300 (오산동),127.0688435,37.1537549
명약국,경기도 오산시 대원로 3 (오산동),127.0688496,37.1465956
호림약국,서울특별시 광진구 동일로30길 28 (화양동),127.0688665,37.5474952
플러스온누리약국,"경기도 화성시 동탄중앙로 200 상가동 B1층 (반송동, 메타폴리스)",127.0688917,37.2029225
아이사랑해든약국,"경기도 화성시 동탄중앙로 200 B동 E06호 (반송동, 메타폴리스)",127.0688917,37.2029225
희망약국,경기도 연천군 전곡읍 전곡로 146 (전곡읍),127.0689162,38.0252227
원약국,"경기도 용인시 수지구 성복2로 162 105호 (성복동, LG빌리지6차 상가동)",127.0689198,37.3175575
365행복약국,"서울특별시 노원구 한글비석로 57 지하1층 (하계동, 세이브존)",127.0689293,37.6366168
태평양약국,"경기도 오산시 대원로 6 1층 (원동, 역전빌딩 )",127.0689925,37.1461121
화양백화점약국,서울특별시 광진구 광나루로 351 1층 (군자동),127.0689976,37.5484177
천지약국,"경기도 오산시 오산로 164 110호 (원동, 양우프라자 )",127.06907,37.1414504
원약국,서울특별시 광진구 아차산로 229 한림타워 1층 103호 (화양동),127.0690816,37.5408305
그랜드약국,서울특별시 광진구 아차산로29길 55 (화양동),127.069091,37.5433337
튼튼하나약국,서울특별시 동대문구 답십리로 259 1층 (장안동),127.069096,37.5727493
연세현약국,서울특별시 노원구 한글비석로 436-1 1층 (상계동),127.0691108,37.6629899
오산비타민약국,경기도 오산시 대원로 8 (원동),127.0691658,37.1462949
우리약국,경기도 오산시  시장길 6 (오산동),127.0691703,37.1494454
지혜약국,경기도 오산시 오산로62번길 2 (갈곶동),127.0692487,37.1322464
전곡약국,경기도 연천군 전곡읍 전곡로 138 (전곡읍),127.0692564,38.0245646
다나약국,경기도 오산시 오산로 70 (갈곶동),127.069269,37.132941
다온약국,경기도 용인시 수지구 광교중앙로 294 108호 (상현동),127.069301,37.2960904
햇살약국,"서울특별시 노원구 섬밭로 134 114동 105-5호 (공릉동, 풍림아파트)",127.0693483,37.6284968
메디칼약국,서울특별시 광진구 광나루로 355 (군자동),127.0693575,37.5483828
광교퍼스트약국,경기도 용인시 수지구 광교중앙로 298 드림타워2 107호 (상현동),127.0694623,37.2965623
우리사랑약국,서울특별시 노원구 노원로19길 23 1층 105호 (중계동),127.0694715,37.6446642
행복약국,경기도 오산시 대원로 10 (원동),127.0694857,37.1462665
광교팜약국,경기도 용인시 수지구 광교중앙로 304 105호 (상현동),127.0695217,37.2968411
우리동네약국,서울특별시 광진구 뚝섬로 533 1층 (자양동),127.069527,37.5351656
현대약국,"경기도 의정부시 청사로 45 108호 (금오동, 플래티넘프라자)",127.0696128,37.7522708
참사랑약국,경기도 오산시 성호대로 75 (오산동),127.069614,37.1491948
나현약국,서울특별시 노원구 상계로12길 41 (상계동),127.0696428,37.6564357
드림피아약국,"경기도 의정부시 청사로5번길 26 경남빌딩 113,114호 (신곡동)",127.0696486,37.7488132
광교푸른약국,경기도 용인시 수지구 광교중앙로 308 305호 (상현동),127.0696673,37.2973522
경희다정한약국,서울특별시 동대문구 답십리로65길 77 1층 (장안동),127.0696732,37.5759992
후문약국,서울특별시 노원구 공릉로59나길 64 (하계동),127.0697114,37.6359105
금오보령약국,경기도 의정부시 청사로 41 1층 (금오동),127.069727,37.7519512
광교튼튼약국,경기도 용인시 수지구 광교중앙로 310 107호 (상현동),127.0697541,37.2976618
햇살온누리약국,서울특별시 광진구 능동로13길 39 (화양동),127.0697702,37.5439592
보건약국,"서울특별시 노원구 노원로 333 104호 (중계동, 시영3단지상가)",127.0697825,37.6466332
새린온누리약국,서울특별시 동대문구 답십리로 266 1층 (장안동),127.0698147,37.572328
광교윤하약국,"경기도 용인시 수지구 광교중앙로 314 104호 (상현동, 세현빌딩 )",127.0698178,37.2978997
중앙약국,서울특별시 노원구 상계로27길 32 106호 (상계동),127.0698386,37.6599017
수지햇살약국,"경기도 용인시 수지구 광교중앙로 316 (상현동, 킴앤코시티하임1 303-1)",127.0698593,37.2981498
광교약국,"경기도 용인시 수지구 광교중앙로 316 102호 (상현동, 광교시티하임)",127.0698593,37.2981498
신세계약국,경기도 의정부시 청사로 37 109호 (금오동),127.0698807,37.7515204
초록약국,"경기도 의정부시 청사로 37 503호 (금오동, 신세계프라자)",127.0698807,37.7515204
성심온누리약국,"경기도 오산시 성호대로 78 1층 (오산동, 성심약국)",127.0699317,37.1487558
광교수약국,경기도 용인시 수지구 광교중앙로 320 (상현동),127.0699527,37.2983853
밝은약국,경기도 용인시 수지구 광교중앙로 320 503호 (상현동),127.0699527,37.2983853
광교봄빛약국,경기도 용인시 수지구 광교중앙로 320 제1층 107호 (상현동),127.0699527,37.2983853
종로프라자약국,서울특별시 동대문구 사가정로 226 101호~104호 (장안동),127.0700232,37.5785717
시장약국,경기도 오산시 성호새싹길 33 (오산동),127.0701128,37.1519349
경희궁약국,"경기도 화성시 삼성전자로 1-1 (반월동, 부품연구동)",127.0701206,37.2252184
동문약국,서울특별시 노원구 공릉로59나길 78-10 (하계동),127.0701414,37.6357696
명문온누리약국,서울특별시 동대문구 사가정로 225 1층 (장안동),127.0701566,37.5789421
정약국,경기도 의정부시 청사로 50 1층 108호 (금오동),127.0701654,37.7528231
연약국,"서울특별시 광진구 아차산로 241 (화양동, 연한빌딩 4층 403호)",127.0701725,37.5405171
수지 오송한약국,경기도 용인시 수지구 광교중앙로296번길 14 광교푸르지오시티3단지 301호 (상현동),127.0701822,37.2971123
건대애플약국,서울특별시 광진구 아차산로 244 1층 나1호 일부호 (자양동),127.0702008,37.5397344
남북약국,서울특별시 노원구 상계로27길 15 1층 (상계동),127.0702517,37.6592353
하얀약국,서울특별시 노원구 동일로197길 21 우성빌딩 1층 (공릉동),127.0702522,37.628412
참조은약국,서울특별시 광진구 광나루로 366 (화양동),127.0703421,37.5478682
온누리조약국,경기도 오산시 오산로278번길 17 (오산동),127.0704208,37.1518202
성모약국,서울특별시 강남구 개포로 516 101호 (개포동),127.0704418,37.4886321
무궁화약국,서울특별시 노원구 한글비석로 77 한성여객(주) (하계동),127.0704701,37.6375651
스타약국,서울특별시 광진구 능동로 103 2층일부 (화양동),127.0705131,37.5403396
기호약국,서울특별시 광진구 군자로 25 (화양동),127.0705333,37.5454149
보림약국,서울특별시 동대문구 장한로 115 (장안동),127.0705533,37.5709433
쉐르빌우리약국,"서울특별시 동대문구 장한로 119 323호 (장안동, 장안삼성쉐르빌)",127.0705625,37.5713
수인약국,"서울특별시 동대문구 장한로 119 3층 305호 (장안동, 삼성쉐르빌빌딩)",127.0705625,37.5713
한샘약국,서울특별시 노원구 상계로27길 7 중앙빌딩 1층 (상계동),127.0705964,37.658919
화양종로약국,서울특별시 광진구 군자로 73 1층 (군자동),127.0705995,37.5496851
경애약국,서울특별시 동대문구 사가정로25길 18 (장안동),127.0706028,37.5795843
상계우리들약국,서울특별시 노원구 한글비석로 416 1층 (상계동),127.0706536,37.6617003
연수온누리약국,서울특별시 노원구 동일로197길 11 공삼빌딩 102호 (공릉동),127.0706552,37.6285113
신흥약국,서울특별시 노원구 공릉로 323 1층 (하계동),127.0707979,37.6356997
다온약국,서울특별시 동대문구 답십리로 273 한양빌딩 1층 (장안동),127.070817,37.5726631
초록약국,서울특별시 광진구 능동로 111 3층 (화양동),127.0708704,37.5410597
푸른나무 한약국,"경기도 수원시 영통구 매영로345번길 7 125호 (영통동, 영통트리플렉스)",127.070896,37.252766
미래약국,서울특별시 광진구 군자로 85 (군자동),127.0709146,37.550783
소나무약국,서울특별시 노원구 노원로 330 롯데마트 지하1층 (중계동),127.0709359,37.6468244
한길약국,서울특별시 성동구 동일로 261 건국빌딩 1층 (송정동),127.0709394,37.5548721
그린약국,서울특별시 동대문구 장한로 129 102호 (장안동),127.0709407,37.5719997
지혜약국,"서울특별시 노원구 공릉로59길 18 102호 (하계동, 삼성시티빌)",127.0709695,37.6335317
더클래식약국,"서울특별시 광진구 능동로 90 1층 104-2호 (자양동, 더클래식500)",127.0709719,37.5386303
플러스약국,경기도 의정부시 청사로 38 2층 (금오동),127.0709831,37.7521086
해인약국,서울특별시 광진구 아차산로33길 63 1층 (화양동),127.0709894,37.5430177
영통메디칼약국,"경기도 수원시 영통구 봉영로 1569 105호 (영통동, 뉴월드프라자)",127.0710165,37.2520638
네오메디칼약국,"경기도 수원시 영통구 봉영로 1569 304-1호 (영통동, 뉴월드프라자)",127.0710165,37.2520638
미래팜영통약국,"경기도 수원시 영통구 봉영로 1569 409-1호 (영통동, 뉴월드프라자)",127.0710165,37.2520638
한사랑약국,"서울특별시 노원구 동일로 1101 2층 (공릉동, 하니빌딩)",127.0710198,37.6282565
해정약국,서울특별시 광진구 군자로 93 (군자동),127.0710344,37.551483
장안제일약국,서울특별시 동대문구 장한로25길 2 1층 (장안동),127.0711172,37.5718746
하님약국,서울특별시 노원구 한글비석로 410 1층 (상계동),127.0712218,37.661285
늘조은온누리약국,서울특별시 동대문구 사가정로25길 66 1층 (장안동),127.071225,37.5816759
신동탄약국,경기도 화성시 동탄중심상가1길 40 (반송동),127.0712389,37.2014916
신백구약국,서울특별시 광진구 군자로 86-1 (군자동),127.0712405,37.5508332
메디파워약국,"서울특별시 광진구 뚝섬로 552 (자양동, 삼희빌딩)",127.0712962,37.5342962
에이치원프라자약국,경기도 화성시 동탄반석로 134 에이치원메디컬빌딩 102호 (반송동),127.0713357,37.201082
금오정문약국,경기도 의정부시 호국로1519번길 20-32 (금오동),127.0713437,37.754156
기쁨약국,"서울특별시 노원구 노원로26길 181 1층 (상계동, 청자빌딩)",127.0713701,37.658081
이웃사랑약국,"서울특별시 동대문구 한천로46길 56-4 101호 (장안동, 부성빌딩)",127.0713856,37.5816006
건강약국,"경기도 오산시 성호대로 89 (오산동, 세명프라자)",127.0713995,37.1491526
햇빛약국,서울특별시 광진구 능동로 110 (화양동),127.0714121,37.540661
정문대학약국,서울특별시 광진구 능동로 110 (화양동),127.0714121,37.540661
건대지하철약국,서울특별시 광진구 능동로 110 7호선 건대입구역 지하2층 201호 (화양동),127.0714121,37.540661
건대온누리약국,"서울특별시 광진구 능동로 110 스타시티영존 지하2층 B203-1,204호 (화양동)",127.0714121,37.540661
나라약국,서울특별시 광진구 능동로 110 스타시티영존빌딩 지하2층 B201호 (화양동),127.0714121,37.540661
판도라동탄약국,"경기도 화성시 동탄반석로 130 1층 104호 (반송동, 드림프라자)",127.0714265,37.2004684
드림약국,"경기도 화성시 동탄반석로 130 505호 (반송동, 드림프라자)",127.0714265,37.2004684
우주약국,서울특별시 동대문구 장한로 139 (장안동),127.0714415,37.5728966
종로약국,"경기도 용인시 기흥구 흥덕2로117번길 23 104,105호 (영덕동, 하워드힐하우스)",127.0714731,37.2778436
수약국,"경기도 화성시 동탄반석로 160 132호 (반송동, 동탄 지웰 에스테이트)",127.071548,37.2029312
하니약국,서울특별시 노원구 동일로 1099 (공릉동),127.0715611,37.627926
